Date,Rank,Title,Artist,Peak Position,Weeks on Chart
2021-05-28,70,Quicksand,Morray,65,15
2021-05-28,71,Glad You Exist,Dan + Shay,63,15
2021-05-28,72,Tombstone,Rod Wave,11,9
2021-05-28,73,Blame It On You,Jason Aldean,71,4
2021-05-28,74,Hold On,Justin Bieber,20,11
2021-05-28,75,Follow You,Imagine Dragons,68,7
2021-05-28,76,Solid,Young Thug & Gunna Featuring Drake,12,5
2021-05-28,77,Single Saturday Night,Cole Swindell,77,3
2021-05-28,78,White Teeth,YoungBoy Never Broke Again,78,1
2021-05-28,79,The Business,Tiesto,69,13
2021-05-28,80,Arcade,Duncan Laurence,78,6
2021-05-28,81,Pick Up Your Feelings,Jazmine Sullivan,75,17
2021-05-28,82,Itty Bitty Piggy,Nicki Minaj,82,1
2021-05-28,83,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,83,9
2021-05-28,84,Street Runner,Rod Wave,16,10
2021-05-28,85,Way Less Sad,AJR,85,4
2021-05-28,86,Drankin N Smokin,Future & Lil Uzi Vert,31,16
2021-05-28,87,Chasing After You,Ryan Hurd With Maren Morris,87,4
2021-05-28,88,La Noche de Anoche,Bad Bunny & Rosalia,53,17
2021-05-28,89,Come Through,H.E.R. Featuring Chris Brown,64,2
2021-05-28,90,Shottas (Lala),Moneybagg Yo,35,4
2021-05-28,91,Never Left,Lil Tecca,56,2
2021-05-28,92,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79,5
2021-05-28,93,4 Da Gang,42 Dugg & Roddy Ricch,67,7
2021-05-28,94,Things A Man Oughta Know,Lainey Wilson,94,1
2021-05-28,95,Higher Power,Coldplay,53,2
2021-05-28,96,Minimum Wage,Blake Shelton,96,2
2021-05-28,97,Wasted On You,Morgan Wallen,9,17
2021-05-28,98,Lady,Brett Young,52,19
2021-05-28,99,Country Again,Thomas Rhett,73,3
2021-05-28,100,Crocodile Teeth,Nicki Minaj & Skillibeng,100,1
2021-06-04,1,Butter,BTS,1,1
2021-06-04,2,Good 4 U,Olivia Rodrigo,1,2
2021-06-04,3,Deja Vu,Olivia Rodrigo,3,8
2021-06-04,4,Levitating,Dua Lipa,2,34
2021-06-04,5,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,12
2021-06-04,6,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,10
2021-06-04,7,Save Your Tears,The Weeknd & Ariana Grande,1,24
2021-06-04,8,Kiss Me More,Doja Cat Featuring SZA,5,7
2021-06-04,9,Traitor,Olivia Rodrigo,9,1
2021-06-04,10,Astronaut In The Ocean,Masked Wolf,6,15
2021-06-04,11,Drivers License,Olivia Rodrigo,1,20
2021-06-04,12,Brutal,Olivia Rodrigo,12,1
2021-06-04,13,Montero (Call Me By Your Name),Lil Nas X,1,9
2021-06-04,14,Enough For You,Olivia Rodrigo,14,1
2021-06-04,15,Happier,Olivia Rodrigo,15,1
2021-06-04,16,Without You,The Kid LAROI,8,25
2021-06-04,17,Rapstar,Polo G,1,7
2021-06-04,18,Favorite Crime,Olivia Rodrigo,18,1
2021-06-04,19,"1 Step Forward, 3 Steps Back",Olivia Rodrigo,19,1
2021-06-04,20,Forever After All,Luke Combs,2,31
2021-06-04,21,my.life,"J. Cole, 21 Savage & Morray",2,2
2021-06-04,22,Blinding Lights,The Weeknd,1,77
2021-06-04,23,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,18,12
2021-06-04,24,"Jealousy, Jealousy",Olivia Rodrigo,24,1
2021-06-04,25,Calling My Phone,Lil Tjay Featuring 6LACK,3,15
2021-06-04,26,pride.is.the.devil,J. Cole & Lil Baby,7,2
2021-06-04,27,Best Friend,Saweetie Featuring Doja Cat,14,20
2021-06-04,28,Up,Cardi B,1,16
2021-06-04,29,Hope Ur OK,Olivia Rodrigo,29,1
2021-06-04,30,Heartbreak Anniversary,Giveon,17,15
2021-06-04,31,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,12,19
2021-06-04,32,Track Star,Mooski,31,14
2021-06-04,33,Gang Gang,Polo G & Lil Wayne,33,1
2021-06-04,34,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,4
2021-06-04,35,Mood,24kGoldn Featuring iann dior,1,42
2021-06-04,36,Wockesha,Moneybagg Yo,36,5
2021-06-04,37,Heat Waves,Glass Animals,33,19
2021-06-04,38,Back In Blood,Pooh Shiesty Featuring Lil Durk,13,21
2021-06-04,39,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,41
2021-06-04,40,Hell Of A View,Eric Church,28,20
2021-06-04,41,amari,J. Cole,5,2
2021-06-04,42,The Good Ones,Gabby Barrett,19,22
2021-06-04,43,What You Know Bout Love,Pop Smoke,9,38
2021-06-04,44,Telepatia,Kali Uchis,39,14
2021-06-04,45,pov,Ariana Grande,40,12
2021-06-04,46,Wants And Needs,Drake Featuring Lil Baby,2,12
2021-06-04,47,Breaking Up Was Easy In The 90's,Sam Hunt,32,13
2021-06-04,48,Seeing Green,"Nicki Minaj, Drake & Lil Wayne",12,2
2021-06-04,49,On Me,Lil Baby,15,25
2021-06-04,50,Nobody,Dylan Scott,50,13
2021-06-04,51,Twerkulator,City Girls,51,1
2021-06-04,52,Famous Friends,Chris Young + Kane Brown,52,9
2021-06-04,53,Time Today,Moneybagg Yo,31,16
2021-06-04,54,We're Good,Dua Lipa,31,15
2021-06-04,55,Gone,Dierks Bentley,55,11
2021-06-04,56,Almost Maybes,Jordan Davis,56,18
2021-06-04,57,Settling Down,Miranda Lambert,49,11
2021-06-04,58,Build A Bitch,Bella Poarch,58,2
2021-06-04,59,95.south,J. Cole,8,2
2021-06-04,60,Your Power,Billie Eilish,10,4
2021-06-04,61,No More Parties,Coi Leray Featuring Lil Durk,26,16
2021-06-04,62,Lil Bit,Nelly & Florida Georgia Line,60,10
2021-06-04,63,Miss The Rage,Trippie Redd & Playboi Carti,11,3
2021-06-04,64,Ski,Young Thug & Gunna,18,6
2021-06-04,65,Made For You,Jake Owen,32,14
2021-06-04,66,Sun Goes Down,Lil Nas X,66,1
2021-06-04,67,4 Da Gang,42 Dugg & Roddy Ricch,67,8
2021-06-04,68,Maybach,42 Dugg Featuring Future,68,1
2021-06-04,69,Straightenin,Migos,38,2
2021-06-04,70,Minimum Wage,Blake Shelton,70,3
2021-06-04,71,interlude,J. Cole,8,3
2021-06-04,72,applying.pressure,J. Cole,13,2
2021-06-04,73,What's Next,Drake,1,12
2021-06-04,74,One Too Many,Keith Urban Duet With P!nk,62,24
2021-06-04,75,Glad You Exist,Dan + Shay,63,16
2021-06-04,76,Blame It On You,Jason Aldean,71,5
2021-06-04,77,Quicksand,Morray,65,16
2021-06-04,78,Single Saturday Night,Cole Swindell,77,4
2021-06-04,79,Streets,Doja Cat,16,20
2021-06-04,80,100.mil',J. Cole & Bas,14,2
2021-06-04,81,Solid,Young Thug & Gunna Featuring Drake,12,6
2021-06-04,82,Tombstone,Rod Wave,11,10
2021-06-04,83,let.go.my.hand,"J. Cole, Bas & 6LACK",19,2
2021-06-04,84,Goosebumps,Travis Scott & HVME,47,19
2021-06-04,85,Leave Before You Love Me,Marshmello X Jonas Brothers,85,1
2021-06-04,86,Hold On,Justin Bieber,20,12
2021-06-04,87,All I Know So Far,P!nk,74,2
2021-06-04,88,Arcade,Duncan Laurence,78,7
2021-06-04,89,Follow You,Imagine Dragons,68,8
2021-06-04,90,Chasing After You,Ryan Hurd With Maren Morris,87,5
2021-06-04,91,Pick Up Your Feelings,Jazmine Sullivan,75,18
2021-06-04,92,24 Hours,A Boogie Wit da Hoodie Featuring Lil Durk,92,1
2021-06-04,93,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,83,10
2021-06-04,94,Way Less Sad,AJR,85,5
2021-06-04,95,Drankin N Smokin,Future & Lil Uzi Vert,31,17
2021-06-04,96,Country Again,Thomas Rhett,73,4
2021-06-04,97,punchin'.the.clock,J. Cole,20,2
2021-06-04,98,Wasted On You,Morgan Wallen,9,18
2021-06-04,99,the.climb.back,J. Cole,25,4
2021-06-04,100,Things A Man Oughta Know,Lainey Wilson,94,2
2021-06-11,1,Butter,BTS,1,2
2021-06-11,2,Good 4 U,Olivia Rodrigo,1,3
2021-06-11,3,Levitating,Dua Lipa,2,35
2021-06-11,4,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,13
2021-06-11,5,Save Your Tears,The Weeknd & Ariana Grande,1,25
2021-06-11,6,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,11
2021-06-11,7,Kiss Me More,Doja Cat Featuring SZA,5,8
2021-06-11,8,Deja Vu,Olivia Rodrigo,3,9
2021-06-11,9,Astronaut In The Ocean,Masked Wolf,6,16
2021-06-11,10,Montero (Call Me By Your Name),Lil Nas X,1,10
2021-06-11,11,Without You,The Kid LAROI,8,26
2021-06-11,12,Traitor,Olivia Rodrigo,9,2
2021-06-11,13,Drivers License,Olivia Rodrigo,1,21
2021-06-11,14,Rapstar,Polo G,1,8
2021-06-11,15,Forever After All,Luke Combs,2,32
2021-06-11,16,Favorite Crime,Olivia Rodrigo,16,2
2021-06-11,17,Blinding Lights,The Weeknd,1,78
2021-06-11,18,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,18,13
2021-06-11,19,Brutal,Olivia Rodrigo,12,2
2021-06-11,20,Happier,Olivia Rodrigo,15,2
2021-06-11,21,Calling My Phone,Lil Tjay Featuring 6LACK,3,16
2021-06-11,22,Best Friend,Saweetie Featuring Doja Cat,14,21
2021-06-11,23,Heartbreak Anniversary,Giveon,17,16
2021-06-11,24,Up,Cardi B,1,17
2021-06-11,25,Heat Waves,Glass Animals,25,20
2021-06-11,26,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,5
2021-06-11,27,Enough For You,Olivia Rodrigo,14,2
2021-06-11,28,my.life,"J. Cole, 21 Savage & Morray",2,3
2021-06-11,29,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,12,20
2021-06-11,30,Mood,24kGoldn Featuring iann dior,1,43
2021-06-11,31,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,42
2021-06-11,32,Track Star,Mooski,31,15
2021-06-11,33,Wockesha,Moneybagg Yo,33,6
2021-06-11,34,Telepatia,Kali Uchis,34,15
2021-06-11,35,Back In Blood,Pooh Shiesty Featuring Lil Durk,13,22
2021-06-11,36,Gone,Dierks Bentley,36,12
2021-06-11,37,pov,Ariana Grande,37,13
2021-06-11,38,"1 Step Forward, 3 Steps Back",Olivia Rodrigo,19,2
2021-06-11,39,Wants And Needs,Drake Featuring Lil Baby,2,13
2021-06-11,40,The Good Ones,Gabby Barrett,19,23
2021-06-11,41,What You Know Bout Love,Pop Smoke,9,39
2021-06-11,42,"Jealousy, Jealousy",Olivia Rodrigo,24,2
2021-06-11,43,Famous Friends,Chris Young + Kane Brown,43,10
2021-06-11,44,Hell Of A View,Eric Church,28,21
2021-06-11,45,pride.is.the.devil,J. Cole & Lil Baby,7,3
2021-06-11,46,On Me,Lil Baby,15,26
2021-06-11,47,Settling Down,Miranda Lambert,47,12
2021-06-11,48,Time Today,Moneybagg Yo,31,17
2021-06-11,49,Breaking Up Was Easy In The 90's,Sam Hunt,32,14
2021-06-11,50,Nobody,Dylan Scott,50,14
2021-06-11,51,Almost Maybes,Jordan Davis,51,19
2021-06-11,52,Hope Ur OK,Olivia Rodrigo,29,2
2021-06-11,53,Lil Bit,Nelly & Florida Georgia Line,53,11
2021-06-11,54,We're Good,Dua Lipa,31,16
2021-06-11,55,Ski,Young Thug & Gunna,18,7
2021-06-11,56,Build A Bitch,Bella Poarch,56,3
2021-06-11,57,Made For You,Jake Owen,32,15
2021-06-11,58,Miss The Rage,Trippie Redd & Playboi Carti,11,4
2021-06-11,59,No More Parties,Coi Leray Featuring Lil Durk,26,17
2021-06-11,60,Your Power,Billie Eilish,10,5
2021-06-11,61,Gang Gang,Polo G & Lil Wayne,33,2
2021-06-11,62,Killer,Eminem Featuring Jack Harlow & Cordae,62,1
2021-06-11,63,Blame It On You,Jason Aldean,63,6
2021-06-11,64,Tell Em,Cochise & $NOT,64,1
2021-06-11,65,amari,J. Cole,5,3
2021-06-11,66,Todo de Ti,Rauw Alejandro,66,1
2021-06-11,67,Seeing Green,"Nicki Minaj, Drake & Lil Wayne",12,3
2021-06-11,68,Glad You Exist,Dan + Shay,63,17
2021-06-11,69,Minimum Wage,Blake Shelton,69,4
2021-06-11,70,Single Saturday Night,Cole Swindell,70,5
2021-06-11,71,One Too Many,Keith Urban Duet With P!nk,62,25
2021-06-11,72,Leave Before You Love Me,Marshmello X Jonas Brothers,72,2
2021-06-11,73,Quicksand,Morray,65,17
2021-06-11,74,4 Da Gang,42 Dugg & Roddy Ricch,67,9
2021-06-11,75,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,75,1
2021-06-11,76,What's Next,Drake,1,13
2021-06-11,77,Way Less Sad,AJR,77,6
2021-06-11,78,Straightenin,Migos,38,3
2021-06-11,79,Tombstone,Rod Wave,11,11
2021-06-11,80,Maybach,42 Dugg Featuring Future,68,2
2021-06-11,81,Voice Of The Heroes,Lil Baby & Lil Durk,81,1
2021-06-11,82,Twerkulator,City Girls,51,2
2021-06-11,83,Goosebumps,Travis Scott & HVME,47,20
2021-06-11,84,Solid,Young Thug & Gunna Featuring Drake,12,7
2021-06-11,85,Arcade,Duncan Laurence,78,8
2021-06-11,86,Follow You,Imagine Dragons,68,9
2021-06-11,87,Chasing After You,Ryan Hurd With Maren Morris,87,6
2021-06-11,88,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,83,11
2021-06-11,89,Country Again,Thomas Rhett,73,5
2021-06-11,90,Pick Up Your Feelings,Jazmine Sullivan,75,19
2021-06-11,91,The Business,Tiesto,69,14
2021-06-11,92,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79,6
2021-06-11,93,Things A Man Oughta Know,Lainey Wilson,93,3
2021-06-11,94,95.south,J. Cole,8,3
2021-06-11,95,Drankin N Smokin,Future & Lil Uzi Vert,31,18
2021-06-11,96,All I Know So Far,P!nk,74,3
2021-06-11,97,Hold On,Justin Bieber,20,13
2021-06-11,98,Wasted On You,Morgan Wallen,9,19
2021-06-11,99,Outside,MO3 X OG Bobby Billions,99,1
2021-06-11,100,Botella Tras Botella,Gera MX + Christian Nodal,60,4
2021-06-18,1,Butter,BTS,1,3
2021-06-18,2,Good 4 U,Olivia Rodrigo,1,4
2021-06-18,3,Levitating,Dua Lipa,2,36
2021-06-18,4,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,12
2021-06-18,5,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,14
2021-06-18,6,Save Your Tears,The Weeknd & Ariana Grande,1,26
2021-06-18,7,Kiss Me More,Doja Cat Featuring SZA,5,9
2021-06-18,8,Astronaut In The Ocean,Masked Wolf,6,17
2021-06-18,9,Deja Vu,Olivia Rodrigo,3,10
2021-06-18,10,Yonaguni,Bad Bunny,10,1
2021-06-18,11,Montero (Call Me By Your Name),Lil Nas X,1,11
2021-06-18,12,Without You,The Kid LAROI,8,27
2021-06-18,13,Forever After All,Luke Combs,2,33
2021-06-18,14,Rapstar,Polo G,1,9
2021-06-18,15,Blinding Lights,The Weeknd,1,79
2021-06-18,16,Hats Off,"Lil Baby, Lil Durk & Travis Scott",16,1
2021-06-18,17,Drivers License,Olivia Rodrigo,1,22
2021-06-18,18,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,18,14
2021-06-18,19,Traitor,Olivia Rodrigo,9,3
2021-06-18,20,Late At Night,Roddy Ricch,20,1
2021-06-18,21,Voice Of The Heroes,Lil Baby & Lil Durk,21,2
2021-06-18,22,Best Friend,Saweetie Featuring Doja Cat,14,22
2021-06-18,23,Heartbreak Anniversary,Giveon,17,17
2021-06-18,24,Heat Waves,Glass Animals,24,21
2021-06-18,25,Calling My Phone,Lil Tjay Featuring 6LACK,3,17
2021-06-18,26,Favorite Crime,Olivia Rodrigo,16,3
2021-06-18,27,Lost Cause,Billie Eilish,27,1
2021-06-18,28,Happier,Olivia Rodrigo,15,3
2021-06-18,29,Up,Cardi B,1,18
2021-06-18,30,Mood,24kGoldn Featuring iann dior,1,44
2021-06-18,31,2040,Lil Baby & Lil Durk,31,1
2021-06-18,32,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,6
2021-06-18,33,Telepatia,Kali Uchis,33,16
2021-06-18,34,How It Feels,Lil Baby & Lil Durk,34,1
2021-06-18,35,Brutal,Olivia Rodrigo,12,3
2021-06-18,36,Wockesha,Moneybagg Yo,33,7
2021-06-18,37,Wants And Needs,Drake Featuring Lil Baby,2,14
2021-06-18,38,Famous Friends,Chris Young + Kane Brown,38,11
2021-06-18,39,pov,Ariana Grande,37,14
2021-06-18,40,Gone,Dierks Bentley,36,13
2021-06-18,41,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,12,21
2021-06-18,42,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,43
2021-06-18,43,Still Runnin,"Lil Baby, Lil Durk & Meek Mill",43,1
2021-06-18,44,Track Star,Mooski,31,16
2021-06-18,45,What You Know Bout Love,Pop Smoke,9,40
2021-06-18,46,Who I Want,Lil Baby & Lil Durk,46,1
2021-06-18,47,my.life,"J. Cole, 21 Savage & Morray",2,4
2021-06-18,48,Back In Blood,Pooh Shiesty Featuring Lil Durk,13,23
2021-06-18,49,Time Today,Moneybagg Yo,31,18
2021-06-18,50,Lil Bit,Nelly & Florida Georgia Line,50,12
2021-06-18,51,Blame It On You,Jason Aldean,51,7
2021-06-18,52,Nobody,Dylan Scott,50,15
2021-06-18,53,Todo de Ti,Rauw Alejandro,53,2
2021-06-18,54,Enough For You,Olivia Rodrigo,14,3
2021-06-18,55,Settling Down,Miranda Lambert,47,13
2021-06-18,56,Still Hood,Lil Baby & Lil Durk,56,1
2021-06-18,57,"Jealousy, Jealousy",Olivia Rodrigo,24,3
2021-06-18,58,Okay,Lil Baby & Lil Durk,58,1
2021-06-18,59,Almost Maybes,Jordan Davis,51,20
2021-06-18,60,Man Of My Word,Lil Baby & Lil Durk,60,1
2021-06-18,61,Build A Bitch,Bella Poarch,56,4
2021-06-18,62,Breaking Up Was Easy In The 90's,Sam Hunt,32,15
2021-06-18,63,Glad You Exist,Dan + Shay,63,18
2021-06-18,64,pride.is.the.devil,J. Cole & Lil Baby,7,4
2021-06-18,65,"1 Step Forward, 3 Steps Back",Olivia Rodrigo,19,3
2021-06-18,66,Ski,Young Thug & Gunna,18,8
2021-06-18,67,Medical,Lil Baby & Lil Durk,67,1
2021-06-18,68,Rich Off Pain,"Lil Baby, Lil Durk & Rod Wave",68,1
2021-06-18,69,Leave Before You Love Me,Marshmello X Jonas Brothers,69,3
2021-06-18,70,Lying,Lil Baby & Lil Durk,70,1
2021-06-18,71,Snowflakes,Tom MacDonald,71,1
2021-06-18,72,Single Saturday Night,Cole Swindell,70,6
2021-06-18,73,That's Facts,Lil Baby & Lil Durk,73,1
2021-06-18,74,Made For You,Jake Owen,32,16
2021-06-18,75,Your Power,Billie Eilish,10,6
2021-06-18,76,No More Parties,Coi Leray Featuring Lil Durk,26,18
2021-06-18,77,We're Good,Dua Lipa,31,17
2021-06-18,78,One Too Many,Keith Urban Duet With P!nk,62,26
2021-06-18,79,Please,Lil Baby & Lil Durk,79,1
2021-06-18,80,Up The Side,"Lil Baby, Lil Durk & Young Thug",80,1
2021-06-18,81,Minimum Wage,Blake Shelton,69,5
2021-06-18,82,Miss The Rage,Trippie Redd & Playboi Carti,11,5
2021-06-18,83,Way Less Sad,AJR,77,7
2021-06-18,84,Hope Ur OK,Olivia Rodrigo,29,3
2021-06-18,85,Quicksand,Morray,65,18
2021-06-18,86,Arcade,Duncan Laurence,78,9
2021-06-18,87,Straightenin,Migos,38,4
2021-06-18,88,Gang Gang,Polo G & Lil Wayne,33,3
2021-06-18,89,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,75,2
2021-06-18,90,Follow You,Imagine Dragons,68,10
2021-06-18,91,Chasing After You,Ryan Hurd With Maren Morris,87,7
2021-06-18,92,Tell Em,Cochise & $NOT,64,2
2021-06-18,93,4 Da Gang,42 Dugg & Roddy Ricch,67,10
2021-06-18,94,Tombstone,Rod Wave,11,12
2021-06-18,95,What's Next,Drake,1,14
2021-06-18,96,Things A Man Oughta Know,Lainey Wilson,93,4
2021-06-18,97,Country Again,Thomas Rhett,73,6
2021-06-18,98,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79,7
2021-06-18,99,If You Want To,Lil Baby & Lil Durk,99,1
2021-06-18,100,Seeing Green,"Nicki Minaj, Drake & Lil Wayne",12,4
2021-06-25,1,Butter,BTS,1,4
2021-06-25,2,Good 4 U,Olivia Rodrigo,1,5
2021-06-25,3,Levitating,Dua Lipa,2,37
2021-06-25,4,Kiss Me More,Doja Cat Featuring SZA,4,10
2021-06-25,5,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,13
2021-06-25,6,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,15
2021-06-25,7,Save Your Tears,The Weeknd & Ariana Grande,1,27
2021-06-25,8,Astronaut In The Ocean,Masked Wolf,6,18
2021-06-25,9,Montero (Call Me By Your Name),Lil Nas X,1,12
2021-06-25,10,Deja Vu,Olivia Rodrigo,3,11
2021-06-25,11,Rapstar,Polo G,1,10
2021-06-25,12,Forever After All,Luke Combs,2,34
2021-06-25,13,Without You,The Kid LAROI,8,28
2021-06-25,14,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,14,15
2021-06-25,15,Having Our Way,Migos Featuring Drake,15,1
2021-06-25,16,Thot Shit,Megan Thee Stallion,16,1
2021-06-25,17,Blinding Lights,The Weeknd,1,80
2021-06-25,18,Yonaguni,Bad Bunny,10,2
2021-06-25,19,Drivers License,Olivia Rodrigo,1,23
2021-06-25,20,Best Friend,Saweetie Featuring Doja Cat,14,23
2021-06-25,21,Heat Waves,Glass Animals,21,22
2021-06-25,22,Heartbreak Anniversary,Giveon,17,18
2021-06-25,23,Straightenin,Migos,23,5
2021-06-25,24,Wants And Needs,Drake Featuring Lil Baby,2,15
2021-06-25,25,Traitor,Olivia Rodrigo,9,4
2021-06-25,26,No Return,Polo G Featuring The Kid LAROI & Lil Durk,26,1
2021-06-25,27,Avalanche,Migos,27,1
2021-06-25,28,Famous Friends,Chris Young + Kane Brown,28,12
2021-06-25,29,Calling My Phone,Lil Tjay Featuring 6LACK,3,18
2021-06-25,30,Telepatia,Kali Uchis,30,17
2021-06-25,31,Mood,24kGoldn Featuring iann dior,1,45
2021-06-25,32,Gone,Dierks Bentley,32,14
2021-06-25,33,pov,Ariana Grande,33,15
2021-06-25,34,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,7
2021-06-25,35,Late At Night,Roddy Ricch,20,2
2021-06-25,36,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,44
2021-06-25,37,Lil Bit,Nelly & Florida Georgia Line,37,13
2021-06-25,38,Need To Know,Doja Cat,38,1
2021-06-25,39,Wockesha,Moneybagg Yo,33,8
2021-06-25,40,Happier,Olivia Rodrigo,15,4
2021-06-25,41,What You Know Bout Love,Pop Smoke,9,41
2021-06-25,42,Up,Cardi B,1,19
2021-06-25,43,Favorite Crime,Olivia Rodrigo,16,4
2021-06-25,44,Blame It On You,Jason Aldean,44,8
2021-06-25,45,Todo de Ti,Rauw Alejandro,45,3
2021-06-25,46,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,12,22
2021-06-25,47,Time Today,Moneybagg Yo,31,19
2021-06-25,48,Gang Gang,Polo G & Lil Wayne,33,4
2021-06-25,49,Hats Off,"Lil Baby, Lil Durk & Travis Scott",16,2
2021-06-25,50,Settling Down,Miranda Lambert,47,14
2021-06-25,51,Track Star,Mooski,31,17
2021-06-25,52,Brutal,Olivia Rodrigo,12,4
2021-06-25,53,Black Hearted,Polo G,53,1
2021-06-25,54,Almost Maybes,Jordan Davis,51,21
2021-06-25,55,Nobody,Dylan Scott,50,16
2021-06-25,56,my.life,"J. Cole, 21 Savage & Morray",2,5
2021-06-25,57,Glad You Exist,Dan + Shay,57,19
2021-06-25,58,Leave Before You Love Me,Marshmello X Jonas Brothers,58,4
2021-06-25,59,Painting Pictures,Polo G,59,1
2021-06-25,60,Single Saturday Night,Cole Swindell,60,7
2021-06-25,61,Modern Day,Migos,61,1
2021-06-25,62,Breaking Up Was Easy In The 90's,Sam Hunt,32,16
2021-06-25,63,Toxic,Polo G,63,1
2021-06-25,64,Solar Power,Lorde,64,1
2021-06-25,65,Malibu,Migos Featuring Polo G,65,1
2021-06-25,66,Ski,Young Thug & Gunna,18,9
2021-06-25,67,Build A Bitch,Bella Poarch,56,5
2021-06-25,68,Way Less Sad,AJR,68,8
2021-06-25,69,"Jealousy, Jealousy",Olivia Rodrigo,24,4
2021-06-25,70,One Too Many,Keith Urban Duet With P!nk,62,27
2021-06-25,71,Type Shit,Migos & Cardi B,71,1
2021-06-25,72,Made For You,Jake Owen,32,17
2021-06-25,73,Enough For You,Olivia Rodrigo,14,4
2021-06-25,74,Arcade,Duncan Laurence,74,10
2021-06-25,75,No More Parties,Coi Leray Featuring Lil Durk,26,19
2021-06-25,76,Minimum Wage,Blake Shelton,69,6
2021-06-25,77,Lost Cause,Billie Eilish,27,2
2021-06-25,78,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,75,3
2021-06-25,79,Clueless,Polo G Featuring Pop Smoke & Fivio Foreign,79,1
2021-06-25,80,How It Feels,Lil Baby & Lil Durk,34,2
2021-06-25,81,Things A Man Oughta Know,Lainey Wilson,81,5
2021-06-25,82,Voice Of The Heroes,Lil Baby & Lil Durk,21,3
2021-06-25,83,Heart Of A Giant,Polo G Featuring Rod Wave,83,1
2021-06-25,84,pride.is.the.devil,J. Cole & Lil Baby,7,5
2021-06-25,85,Party Lyfe,Polo G Featuring DaBaby,85,1
2021-06-25,86,Go Part 1,Polo G Featuring G Herbo,86,1
2021-06-25,87,transparentsoul,Willow Featuring Travis Barker,87,1
2021-06-25,88,Epidemic,Polo G,47,4
2021-06-25,89,Boom,Polo G,89,1
2021-06-25,90,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79,8
2021-06-25,91,Quicksand,Morray,65,19
2021-06-25,92,Country Again,Thomas Rhett,73,7
2021-06-25,93,Fiel,"Los Legendarios, Wisin & Jhay Cortez",93,1
2021-06-25,94,2040,Lil Baby & Lil Durk,31,2
2021-06-25,95,"1 Step Forward, 3 Steps Back",Olivia Rodrigo,19,4
2021-06-25,96,Follow You,Imagine Dragons,68,11
2021-06-25,97,Bloody Canvas,Polo G,97,1
2021-06-25,98,Miss The Rage,Trippie Redd & Playboi Carti,11,6
2021-06-25,99,Still Runnin,"Lil Baby, Lil Durk & Meek Mill",43,2
2021-06-25,100,You,Regard x Troye Sivan x Tate McRae,100,1
2021-07-02,1,Butter,BTS,1,5
2021-07-02,2,Good 4 U,Olivia Rodrigo,1,6
2021-07-02,3,Levitating,Dua Lipa,2,38
2021-07-02,4,Kiss Me More,Doja Cat Featuring SZA,4,11
2021-07-02,5,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,14
2021-07-02,6,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,16
2021-07-02,7,Save Your Tears,The Weeknd & Ariana Grande,1,28
2021-07-02,8,Montero (Call Me By Your Name),Lil Nas X,1,13
2021-07-02,9,Deja Vu,Olivia Rodrigo,3,12
